item_id,season_id,anno,settimana,incidenza
0,0,2017,42,0.7684430124560352
0,0,2017,43,1.1012834178511937
0,0,2017,44,1.490506624160286
0,0,2017,45,2.0961670339777054
0,0,2017,46,3.028302049087097
0,0,2017,47,4.382398671036253
0,0,2017,48,6.369437703245054
0,0,2017,49,9.806060358950802
0,0,2017,50,15.27155444754343
0,0,2017,51,23.87356918697732
0,0,2017,52,37.182638402709955
0,0,2018,1,55.8498925052958
0,0,2018,2,83.95035296078869
0,0,2018,3,124.43047581694904
0,0,2018,4,174.90490483511152
0,0,2018,5,232.45264716792855
0,0,2018,6,281.8758097690506
0,0,2018,7,307.54089698506743
0,0,2018,8,299.467243654198
0,0,2018,9,261.9481272460339
0,0,2018,10,208.69639058285279
0,0,2018,11,152.48728507173433
0,0,2018,12,103.76254168193327
0,0,2018,13,68.23228310600749
0,0,2018,14,32.69293052993428
1,0,2017,42,2.4404797035224663
1,0,2017,43,2.928310518783883
1,0,2017,44,3.707779321429842
1,0,2017,45,4.721884141198819
1,0,2017,46,6.225145403444596
1,0,2017,47,8.213586226521022
1,0,2017,48,11.644309459935547
1,0,2017,49,16.15674450110365
1,0,2017,50,23.000957814132708
1,0,2017,51,31.705026110345916
1,0,2017,52,45.26354126929637
1,0,2018,1,62.80556621047659
1,0,2018,2,87.8055698654088
1,0,2018,3,119.30777501180091
1,0,2018,4,157.2830178509145
1,0,2018,5,195.9820531496279
1,0,2018,6,229.9751118337271
1,0,2018,7,252.60754528198294
1,0,2018,8,254.93136979055166
1,0,2018,9,237.37476295000215
1,0,2018,10,206.36834238216377
1,0,2018,11,166.602177175066
1,0,2018,12,128.78335834736777
1,0,2018,13,91.46827786151559
1,0,2018,14,48.324414509618684
2,0,2017,42,0.8068315481502227
2,0,2017,43,1.1895380935767144
2,0,2017,44,1.537453134873525
2,0,2017,45,2.1305654433699925
2,0,2017,46,3.030174335866031
2,0,2017,47,4.665375029961042
2,0,2017,48,6.805880903082371
2,0,2017,49,9.841025453824072
2,0,2017,50,15.052295750962726
2,0,2017,51,23.27385952446474
2,0,2017,52,36.183992664014255
2,0,2018,1,55.566173940830375
2,0,2018,2,83.44328080931031
2,0,2018,3,122.89601812322267
2,0,2018,4,172.4888221526452
2,0,2018,5,225.43569285399815
2,0,2018,6,268.9010503108671
2,0,2018,7,290.28622818257776
2,0,2018,8,281.0424568829798
2,0,2018,9,243.22077841743274
2,0,2018,10,191.48498340745104
2,0,2018,11,139.37310880521045
2,0,2018,12,95.00234387182385
2,0,2018,13,61.96863906983763
2,0,2018,14,29.22652020722398
3,0,2017,42,0.5409436798677962
3,0,2017,43,0.6888016190316607
3,0,2017,44,0.9944347981569654
3,0,2017,45,1.4380086156485583
3,0,2017,46,2.138530681077355
3,0,2017,47,3.2456620792067774
3,0,2017,48,5.067740707561472
3,0,2017,49,7.5705067997498094
3,0,2017,50,11.31924650123364
3,0,2017,51,17.0433322070347
3,0,2017,52,25.691218502521206
3,0,2018,1,38.64141019855625
3,0,2018,2,57.732214233890566
3,0,2018,3,84.13747839383726
3,0,2018,4,118.79303524456762
3,0,2018,5,160.78559153990489
3,0,2018,6,204.28467598367396
3,0,2018,7,239.48207808707187
3,0,2018,8,256.294607657363
3,0,2018,9,246.32681878299903
3,0,2018,10,214.04780783248788
3,0,2018,11,170.48921958393336
3,0,2018,12,127.49140961684179
3,0,2018,13,89.48019880533154
3,0,2018,14,44.87308139063326
4,0,2017,42,0.5781722599704844
4,0,2017,43,0.7753893007947721
4,0,2017,44,1.0868219659813276
4,0,2017,45,1.528077359480274
4,0,2017,46,2.221884071444855
4,0,2017,47,3.1717891709546446
4,0,2017,48,4.832526914010968
4,0,2017,49,7.345270649980852
4,0,2017,50,11.57763347572798
4,0,2017,51,17.448742216238074
4,0,2017,52,26.957725004758778
4,0,2018,1,41.665292236302435
4,0,2018,2,63.394637417769836
4,0,2018,3,93.04245961247719
4,0,2018,4,131.16990514881297
4,0,2018,5,173.98231952544947
4,0,2018,6,214.02872943383454
4,0,2018,7,237.39611111624905
4,0,2018,8,237.4819501879747
4,0,2018,9,211.93879633214985
4,0,2018,10,171.98957611654507
4,0,2018,11,128.81748893523982
4,0,2018,12,89.60818732963408
4,0,2018,13,59.12680390122697
4,0,2018,14,28.45033167344332
5,0,2017,42,0.20049824427367
5,0,2017,43,0.21037786790454646
5,0,2017,44,0.33939412943716896
5,0,2017,45,0.41959342714663694
5,0,2017,46,0.5974266525024138
5,0,2017,47,0.922291923658882
5,0,2017,48,1.55981822501603
5,0,2017,49,2.7250326591282277
5,0,2017,50,4.784643609000362
5,0,2017,51,8.208223774264683
5,0,2017,52,13.990709369983572
5,0,2018,1,24.31433490991828
5,0,2018,2,42.45797313085734
5,0,2018,3,71.57206166238791
5,0,2018,4,114.83086546167749
5,0,2018,5,174.0545598941322
5,0,2018,6,241.52018505206289
5,0,2018,7,294.01353117456586
5,0,2018,8,306.77742375132704
5,0,2018,9,273.36976702068375
5,0,2018,10,211.32863639043552
5,0,2018,11,145.6314638624318
5,0,2018,12,91.93861520027419
5,0,2018,13,53.86835727018846
5,0,2018,14,23.22234592154081
6,0,2017,42,0.2641622775351286
6,0,2017,43,0.36530249462666403
6,0,2017,44,0.4617849385626682
6,0,2017,45,0.6653961650758908
6,0,2017,46,0.9415355735823855
6,0,2017,47,1.4858296366144643
6,0,2017,48,2.334875143251301
6,0,2017,49,3.818708591370537
6,0,2017,50,5.959953450584754
6,0,2017,51,9.672198655543149
6,0,2017,52,15.416563748643314
6,0,2018,1,25.08942780035154
